komentar,kantor,letak,rating,sentimen,komentar_clean
"tutup aja ini cabang, kerjanya lemot ganti kartu aja jam.",KCP PALMERAH,Kota Jakarta Barat,1,negatif,"tutup aja cabang, kerjanya lemot ganti kartu aja jam."
kinerja lama,KCP PALMERAH,Kota Jakarta Barat,2,negatif,kinerja
"lama, gak satset. table dari yang buka cuma . perlu nunggu jam baru padahal cuma ada customer",KCP PALMERAH,Kota Jakarta Barat,2,negatif,"lama, gak satset. table buka . nunggu jam customer"
lama.staf ngeduluin org baru dtg ahaha,KCP PALMERAH,Kota Jakarta Barat,1,negatif,lama.staf ngeduluin org dtg ahaha
"pelayanan sangat buruk, ada meja customer service tapi yang avail hanya , itupun dalam mengadapi cust perlu orang, kenapa tidak cust orang, antrean saya juga diserobot, kata satpamnya karna dia lebih sebentar prosesnya, lah daritadi saya antre buat apa coeg",KCP PALMERAH,Kota Jakarta Barat,1,negatif,"pelayanan buruk, meja customer service avail , itupun mengadapi cust orang, cust orang, antrean diserobot, satpamnya karna sebentar prosesnya, daritadi antre coeg"
"semua cal center gak bisa di tlp, smua gak bisa di hubungi. sudah lihat nomer cal center dr mbaking sampai yang tertera di atm smua tidak aktif, jadi gmn mau menghubungi utk meminta bantuan kalau darurat ,tolong diperbaiki pelayanan utk nasabahnya. thx",KCP PALMERAH,Kota Jakarta Barat,2,negatif,"cal center gak tlp, smua gak hubungi. lihat nomer cal center dr mbaking tertera atm smua aktif, gmn menghubungi utk bantuan darurat ,tolong diperbaiki pelayanan utk nasabahnya. thx"
layanan pelangan kasar.,KCP PALMERAH,Kota Jakarta Barat,1,negatif,layanan pelangan kasar.
tidak ada nama banknya? alamat palsu,KCP PALMERAH,Kota Jakarta Barat,1,negatif,nama banknya? alamat palsu
"slow response, csnya harus lbh banyak bersikap ramah dan tersenyum. proses yang seharusnya jadi proses inti di bank tp very slow response. csnya selama input data di komputer matanya sambil liat ke pelangan lain yang sdg dihandle security. so sad servicenya",KCP Puri Sentra Niaga,Kota Jakarta Barat,2,negatif,"slow response, csnya lbh bersikap ramah tersenyum. proses proses inti bank tp slow response. csnya input data komputer matanya liat pelangan sdg dihandle security. sad servicenya"
"pelayanan dari costomer servicenya jelek. tidak mengetahui produk, sehinga uang saya mengalami pemotongan dari jiwa garda padahal saya sudah berapa kali datang ke costomer service untuk penutupan jiwa garda produk kerjasama maybank dan alianz",KCP Puri Sentra Niaga,Kota Jakarta Barat,1,negatif,"pelayanan costomer servicenya jelek. produk, sehinga uang mengalami pemotongan jiwa garda kali costomer service penutupan jiwa garda produk kerjasama maybank alianz"
pelayanan customer service berbelit belit padahal hanya menganti pasword alamat map juga tidak sesuai titik.,KCP Puri Sentra Niaga,Kota Jakarta Barat,1,negatif,pelayanan customer service berbelit belit menganti pasword alamat map sesuai titik.
pelayanan lama banget customer service cuma satu,KCP Puri Sentra Niaga,Kota Jakarta Barat,1,negatif,pelayanan banget customer service
review jujur: pelayanan lama sekali untuk mencetak buku tabungan yang baru.,KCP Radio Dalam,Kota Jakarta Selatan,1,negatif,review jujur: pelayanan mencetak buku tabungan baru.
"dteng ksana buat buka blokir aplikasi may bank,ribet pokoknya mending gak udah dateng ksini malah dioper ke cabang lain .",KCP Radio Dalam,Kota Jakarta Selatan,1,negatif,"dteng ksana buka blokir aplikasi may bank,ribet pokoknya mending gak udah dateng ksini dioper cabang ."
"coba tolong cepat respon, jika resah dengan dc lapangan maybank saya harus menghubungi siapa yah?!",KCP Sentral Senayan 3,Kota Jakarta Pusat,1,negatif,"coba tolong cepat respon, resah dc lapangan maybank menghubungi yah?!"
lambat! satu setengah jam mengantri tidak ada penyelesaian. petugas tidak ngerti harus ngelakuin apa. parah!,KCP Sentral Senayan 3,Kota Jakarta Pusat,1,negatif,lambat! jam mengantri penyelesaian. petugas ngerti ngelakuin apa. parah!
"the worst - worst bank service, mau close rekening mesti pengkinian data, customer service tidak komunikatif, bikin semua orang naik darah, kalau bisa tidak perlu buat rekening di bank ini walaupun banyak promonya, hal simple sering dibuat rumit",KCP Sentral Senayan 3,Kota Jakarta Pusat,1,negatif,"worst - worst bank service, close rekening mesti pengkinian data, customer service komunikatif, bikin orang darah, rekening bank promonya, simple rumit"
"saya adalah nasabah yang mempunyai kta di maybank dan berncana ingin melunasi kta saya tesebut. tangal desember saya email ke customercare.com saya di beritahu total outstanding yang harus saya lunasi, namun sampai dengan sat ini sudah mau tahun baru, dana saya belum di debet juga dari rekening untuk pelunasan! apakah sesulit ini melalukan pelunasan kta di maybank. dari tangal desember dikatakan sla hari kerja, tapi tidak ada penyelesain sampai sat ini. bahkan orang ktanya sekalipun tidak membantu , dan tidak tahu alur pelunasanya, lantai bagaimana anda bisa menjual produk kta tersebut.berkali kali saya diminta telpon cal center dan email, tapi hasilnya tidak ada. bahkan saya sudah datang ke cabang central park dibantu dg mas fraz dan mba nabila , namun tidak ada kelanjutanya, tapi mereka membantu saya dengan sangat baik.disini saya mau melunasi kta saya, bukan mau mencuri, kenapa tidak dibantu?apa gunanaya pengaduan nasabah, customer care, kalau tidak diselesaikan!",KCP Sentral Senayan 3,Kota Jakarta Pusat,1,negatif,"nasabah kta maybank berncana melunasi kta tesebut. tangal desember email customercare.com beritahu total outstanding lunasi, sat baru, dana debet rekening pelunasan! sesulit melalukan pelunasan kta maybank. tangal desember sla kerja, penyelesain sat ini. orang ktanya membantu , alur pelunasanya, lantai menjual produk kta tersebut.berkali kali telpon cal center email, hasilnya ada. cabang central park dibantu dg mas fraz mba nabila , kelanjutanya, membantu baik.disini melunasi kta saya, mencuri, dibantu?apa gunanaya pengaduan nasabah, customer care, diselesaikan!"
menungu pelayanan customer service sangat lama sekali,KCP Sentral Senayan 3,Kota Jakarta Pusat,1,negatif,menungu pelayanan customer service
"activating simple credit card takes up time up to months, worst service ever",KCP Sentral Senayan 3,Kota Jakarta Pusat,1,negatif,"activating simple credit card takes time months, worst service ever"
"saya kasih bintang dulu,dan mau tanya apakah maybank di jl.asia afrika ada pinjaman online atau tidak ya",KCP Sentral Senayan 3,Kota Jakarta Pusat,2,negatif,"kasih bintang dulu,dan maybank jl.asia afrika pinjaman online ya"
"lama banget parah, gimana mau bersaing.",KCP Sentral Senayan 3,Kota Jakarta Pusat,1,negatif,"banget parah, gimana bersaing."
di tambah lagi donk staf telernya jadi kalau ada yang cuti bisa back up masa teler cuma ber jelas keteteran lah mau setoran aja ampe antri ber jam .,KCP Sentral Senayan 3,Kota Jakarta Pusat,1,negatif,donk staf telernya cuti back teler ber keteteran setoran aja ampe antri ber jam .
layakan mu jadi ribet . proses biometrik wajah padahal pencahayan dan benar dibilang gagal. tidak bisa transaksi. tolong perbaiki sistemnya deh.,KCP Sentral Senayan 3,Kota Jakarta Pusat,1,negatif,layakan mu ribet . proses biometrik wajah pencahayan dibilang gagal. transaksi. tolong perbaiki sistemnya deh.
"the worst premier/priority banking ever! the only good thing they do is giving away empty promises they always failed to kep. and the rm head, initial at, even taught me how to take out my money (step by step to!), instead of imediately doing a service recovery when problems hapened. take your banking elsewhere if you ned and want better service and asurance!",KCP Sentral Senayan 3,Kota Jakarta Pusat,1,negatif,"worst premier/priority banking ever! good thing giving away empty promises always failed kep. rm head, initial at, even taught take money (step step to!), instead imediately service recovery problems hapened. take banking elsewhere ned want better service asurance!"
pelayanan sangat buruk,KCP Sentral Senayan 3,Kota Jakarta Pusat,1,negatif,pelayanan buruk
"tidak bener nih telernya, saya dibody shamingin dibilang makin gendut sama teler namanya d*y ,trus juga saya dijudesin sama teler yang ngelayanin saya namanya d*i , walau pun sudah sering dtf karena buat setoran tapi harus ny teler bank itu tidak gitu sih. saya tidak suka banget",KCP Sentral Senayan 3,Kota Jakarta Pusat,1,negatif,"bener nih telernya, dibody shamingin dibilang gendut teler namanya d*y ,trus dijudesin teler ngelayanin namanya d*i , dtf setoran ny teler bank gitu sih. suka banget"
pelayanan customer service lama bgt!cs membiarkan org lain menyelak antrian.pelayanan perbankan paling buruk!,KCP Sentral Senayan 3,Kota Jakarta Pusat,1,negatif,pelayanan customer service bgt!cs membiarkan org menyelak antrian.pelayanan perbankan buruk!
"setelah menungu setengah jam lebih, dilayani oleh customer service dengan inisial y*, ditatap dengan sinis padahal saya mau minta solusi untuk kartu debit yang tidak dapat dipakai pada atm. tentu kalau kartu atm saya dapat dipakai, tidak perlu merepotkan cs. terkesan seperti dicurigai bukan pemilik rekening maybank. dear maybank, bagaimana anda mentraining karyawan (cs) anda selama ini?",KCP Sentral Senayan 3,Kota Jakarta Pusat,1,negatif,"menungu jam lebih, dilayani customer service inisial y*, ditatap sinis solusi kartu debit dipakai atm. kartu atm dipakai, merepotkan cs. terkesan dicurigai pemilik rekening maybank. dear maybank, mentraining karyawan (cs) ini?"
"ampun pelayananya sangat lama,kartu kredit dikirim tapi tidak bisa diaktivasi, diminta kirim dokumen ke kantor cabang, sudah dikirim tapi sudah sampai bulan sama sekali tidak ada progres. di email selalu diminta menungu, sudah dihubungi juga vendor pengiriman kartu mereka pun tidak ada progres dari maybank. hadeh",KCP Sentral Senayan 3,Kota Jakarta Pusat,1,negatif,"ampun pelayananya lama,kartu kredit dikirim diaktivasi, kirim dokumen kantor cabang, dikirim progres. email menungu, dihubungi vendor pengiriman kartu progres maybank. hadeh"
lama,KCP Sunter Podomoro,Kota Jakarta Utara,1,negatif,
antrian orang nunggu jam akhirnya disuruh email dan masalah ngk selesai. kalau cuman email dari awal aja blg suruh email ngk harus tungu jam,KCP Sunter Podomoro,Kota Jakarta Utara,1,negatif,antrian orang nunggu jam disuruh email ngk selesai. cuman email aja blg suruh email ngk tungu jam
"lama, mesti sabar",KCP Sunter Podomoro,Kota Jakarta Utara,1,negatif,"lama, mesti sabar"
"maybank paling buruk yang pernah saya kunjungin, cuman mau ganti kartu aja nunggu jam itu pun masih belom dan saya pulang karna buru buru, antrian cuman orangcsnya ketawa ketiwi terus padahal yang antri banyak, saya tutup rekening maybank karna ini, makasih",KCP Sunter Podomoro,Kota Jakarta Utara,1,negatif,"maybank buruk kunjungin, cuman ganti kartu aja nunggu jam belom pulang karna buru buru, antrian cuman orangcsnya ketawa ketiwi antri banyak, tutup rekening maybank karna ini, makasih"
parkir susah,KCP Sunter Podomoro,Kota Jakarta Utara,1,negatif,parkir susah
"untuk mengaktifkan mu mobile banking sampai bolak-balik ke customer service (ayu) sampai x , tapi tetap tak bisa harus ke pusat",KCP Taman Palem,Kota Jakarta Barat,1,negatif,"mengaktifkan mu mobile banking bolak-balik customer service (ayu) x , pusat"
infonya hoax tidak ada may bank di sini,KCP Taman Palem,Kota Jakarta Barat,1,negatif,infonya hoax may bank
lokasi gak sesuai maps pelayananya gak sopan gak ramah judes bank swasta gak banget pantesan sepi.,KCP Taman Palem,Kota Jakarta Barat,1,negatif,lokasi gak sesuai maps pelayananya gak sopan gak ramah judes bank swasta gak banget pantesan sepi.
"judes banget teler nyaðÿ˜ªðÿ˜ªðÿ˜ª nuker duit aja dipasang muka judesðÿ˜¡ emang tidak salah si perusahan saya berhenti kerja sama dri maybank ini, tolong untuk pelayananya diperbaiki lagi,terlebihâ² untuk teler taman palem, ramahnya sma coustamer orang kaya doang,tapi sama org biasa muka judes dipasang ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡",KCP Taman Palem,Kota Jakarta Barat,1,negatif,"judes banget teler nyaðÿ˜ªðÿ˜ªðÿ˜ª nuker duit aja dipasang muka judesðÿ˜¡ emang salah si perusahan berhenti kerja dri maybank ini, tolong pelayananya diperbaiki lagi,terlebihâ² teler taman palem, ramahnya sma coustamer orang kaya doang,tapi org muka judes dipasang ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡ðÿ˜¡"
pelayanan customer service parah sekali. galakan dia drpd nasabah.,KCP Taman Palem,Kota Jakarta Barat,1,negatif,pelayanan customer service parah sekali. galakan drpd nasabah.
"pelayanan csnya buruk amat ke costumer, tidak ada sopan "" nya",KCP Taman Palem,Kota Jakarta Barat,1,negatif,"pelayanan csnya buruk costumer, sopan "" nya"
payah. lokasi tidak jelas . muter tidak ketemu. info alamat n nomer telp buruk,KCP Taman Palem,Kota Jakarta Barat,1,negatif,payah. lokasi . muter ketemu. info alamat n nomer telp buruk
aduh kapok deh,KCP Tanah Abang,Kota Jakarta Pusat,1,negatif,aduh kapok deh
pelayanan paling buruk selama berkunjung ke kantor bank . disuruh nunggu tanpa kejelasa hampir jam . di bilang maintenance seluruh indonesia ( customer service a/n michele).ternyata di kcp lain masih bisa . dan akhirnya gw pindah ke kebon jeruk intercon,KCP Tanah Abang,Kota Jakarta Pusat,1,negatif,pelayanan buruk berkunjung kantor bank . disuruh nunggu kejelasa jam . bilang maintenance indonesia ( customer service a/n michele).ternyata kcp . gw pindah kebon jeruk intercon
"worst customer service for providing wester union information, located in blok a basement",KCP Tanah Abang,Kota Jakarta Pusat,1,negatif,"worst customer service providing wester union information, located blok basement"
"pelayanan super lambat, dan pelayanan terburuk dari bank lain!",KCP Tanjung Priok,Kota Jakarta Utara,1,negatif,"pelayanan super lambat, pelayanan terburuk bank lain!"
"cust service bisa lebih cepat tidak sih gerakanya.antri nunggu customer orang antri ampe jam.parah.security sangat baik,sabar banget sampai beberapa kali minta maf karena nunggu terlalu lama.",KCP Tanjung Priok,Kota Jakarta Utara,2,negatif,"cust service cepat sih gerakanya.antri nunggu customer orang antri ampe jam.parah.security baik,sabar banget kali maf nunggu lama."
"maybank ribet lama rese bertele tele, tidak gercep pokoknya minus pelayananya bikin emosi jiwaðÿ˜¨",KCP Tanjung Priok,Kota Jakarta Utara,1,negatif,"maybank ribet rese bertele tele, gercep pokoknya minus pelayananya bikin emosi jiwaðÿ˜¨"
"kalau saja ada bintang minus pasti akan saya berikan, pelayanan sangat buruk, penanganan bertele-tele sangat lambat, dan terlebih rates tukaran usd sangat kecil di banding bank sebelah, pikir"" lah utk menjadi nasabah maybank priok engano.",KCP Tanjung Priok,Kota Jakarta Utara,1,negatif,"bintang minus berikan, pelayanan buruk, penanganan bertele-tele lambat, rates tukaran usd banding bank sebelah, pikir"" utk nasabah maybank priok engano."
"buka rek baru ,datang ke kantor,atm harus dikirim tidak bisa langsung jadi. sudah sebulan tidak dikirim juga,telp cal centre mahal pulsanya bos,klaim via email bertele akhirnya dijawab alamat tujuan tidak lengkap. jadi yang kirim siapa,yg salah saya?kalo mg data alamat saya tidak lengkap kenapa bisa buka rekening bos,aduhai,ini namanya teknologi yang merepotkan nasabah,cuma gembar gembor tidak pake buku lagi tp repot minta ampun.emang tidak ada cp saya di situ untuk konfirmasi pengiriman?aduh dek",KCP Tanjung Priok,Kota Jakarta Utara,1,negatif,"buka rek ,datang kantor,atm dikirim langsung jadi. sebulan dikirim juga,telp cal centre mahal pulsanya bos,klaim via email bertele alamat tujuan lengkap. kirim siapa,yg salah saya?kalo mg data alamat lengkap buka rekening bos,aduhai,ini namanya teknologi merepotkan nasabah,cuma gembar gembor pake buku tp repot ampun.emang cp situ konfirmasi pengiriman?aduh dek"
"pelayananya sangat sangat lama, cuatomer servicenya lama sekali.",KCP Tanjung Priok,Kota Jakarta Utara,1,negatif,"pelayananya lama, cuatomer servicenya sekali."
buruk sekali. bahkan kalau ada bintang / saya tidak rela kasi bintang. customer service cuma pelayanan lama sekali antri bisa jam pdhl sepi. cust dilayanin selama itu. security suka nyelang-nyelang cust tidak sesuai nomor antrian. payahðÿ‘žðÿ¼ðÿ‘žðÿ¼ðÿ‘žðÿ¼ðÿ‘žðÿ¼ðÿ‘žðÿ¼,KCP Tanjung Priok,Kota Jakarta Utara,1,negatif,buruk sekali. bintang / rela kasi bintang. customer service pelayanan antri jam pdhl sepi. cust dilayanin itu. security suka nyelang-nyelang cust sesuai nomor antrian. payahðÿ‘žðÿ¼ðÿ‘žðÿ¼ðÿ‘žðÿ¼ðÿ‘žðÿ¼ðÿ‘žðÿ¼
kerjanya lambat. saya angantri jam lebih gak di layani costemer servesny parah. lambat. padahal antriany tidak banyak. parah.,KCP Tanjung Priok,Kota Jakarta Utara,1,negatif,kerjanya lambat. angantri jam gak layani costemer servesny parah. lambat. antriany banyak. parah.
"pelayanan customer service lama, padahal antrian tidak banyak.",KCP Tanjung Priok,Kota Jakarta Utara,1,negatif,"pelayanan customer service lama, antrian banyak."
lama banget!keburu lumutan,kcp tb simatupang,Kota Jakarta Selatan,1,negatif,banget!keburu lumutan
baru kali ini ke bank paling lelet pelayananya. jam antri baru dapat org. baca review gogle dr orang-orang. katanya customer service cuma kirain gogle review sebelumnya tahun yang lalu sudah beda. ternyata pengalamanya sama aja. ðÿ‚â€â†•ï¸ðÿ«¸,kcp tb simatupang,Kota Jakarta Selatan,1,negatif,kali bank lelet pelayananya. jam antri org. baca review gogle dr orang-orang. customer service kirain gogle review beda. pengalamanya aja. ðÿ‚â€â†•ï¸ðÿ«¸
"pelayananya sangat lama, informasinya csnya cuma orang, sedangkan yang antri lebih dari .per jam cuma dapet orang yang masuk.nunguin dari jam sampai jam setengah . belum dipangilâ².",kcp tb simatupang,Kota Jakarta Selatan,1,negatif,"pelayananya lama, informasinya csnya orang, antri .per jam dapet orang masuk.nunguin jam jam . dipangilâ²."
pelayanan lama sekali untuk untuk situasi antrian yang sebenarnya ngak terlalu ramai.,kcp tb simatupang,Kota Jakarta Selatan,2,negatif,pelayanan situasi antrian ngak ramai.
"staf csnya uneducated! form customer ya sudah disi main asal dicoret. sedang ada masalah dengan system bukanya folow up dengan cepat malah sibuk sendiri di belakang, customer didiamkan sendiri di depan. bad atitude, gak ada knowledge sama sekali.",kcp wisma keiai,Kota Jakarta Pusat,1,negatif,"staf csnya uneducated! form customer ya disi main dicoret. system bukanya folow cepat sibuk belakang, customer didiamkan depan. bad atitude, gak knowledge sekali."
"tolong ya itu csnya yang pake kerudung, yang maf tailalatnya gede, tolong ditraning lagi. sangat tidak ramah",kcp wisma keiai,Kota Jakarta Pusat,1,negatif,"tolong ya csnya pake kerudung, maf tailalatnya gede, tolong ditraning lagi. ramah"
"proses administrasi lama banget makan waktu bnyk , ini kalau diner dash sudah pada kabur kali customernya",kcp wolter mongonsidi,Kota Jakarta Selatan,1,negatif,"proses administrasi banget makan bnyk , diner dash kabur kali customernya"
mau tanya untuk jam operasional bank maybank hari apa saja dan jam berapa,Bank Maybank KCP Jemur Andayani,Kota Surabaya,1,negatif,jam operasional bank maybank jam
pihak bank melakukan maintenance dihari pertama kerja? hebat sekali… membuat teler hanya yang bekerja… nunggu antrian yang hanya di depanku bisa jam! kerja tidak pakai planing yang baik! sunguh mengecewakan!,Bank Maybank KCP Jemur Andayani,Kota Surabaya,1,negatif,bank maintenance dihari kerja? hebat sekali… teler bekerja… nunggu antrian depanku jam! kerja pakai planing baik! sunguh mengecewakan!
kantornya sudah tutup lama. gmaps gak aktif nih.,Maybank KCP HR Muhammad,Kota Surabaya,1,negatif,kantornya tutup lama. gmaps gak aktif nih.
apakah disini bisa mengambil wu? jika bisa saya akan menaikan bintangnya menjadi,Maybank KCP HR Muhammad,Kota Surabaya,1,negatif,mengambil wu? menaikan bintangnya
sudah tutup. gmaps tidak update,Maybank KCP HR Muhammad,Kota Surabaya,1,negatif,tutup. gmaps update
"sangat miris, aku rekomendasi buat kalian yang mau kesini, harus mikir x deh. maybank darmo memalukan. service dan cara komunikasi dengan nasabah sangat buruk.",Maybank,Kota Surabaya,1,negatif,"miris, rekomendasi kesini, mikir x deh. maybank darmo memalukan. service komunikasi nasabah buruk."
juelek pelayanan jauh banget sama bank bca hahahah,Maybank,Kota Surabaya,1,negatif,juelek pelayanan banget bank bca hahahah
pelayanan lama,Maybank,Kota Surabaya,1,negatif,pelayanan
udah berubah jadi jnt tutup selamanya,Maybank KCP Mulyosari,Kota Surabaya,1,negatif,udah berubah jnt tutup
tutup,Maybank KCP Mulyosari,Kota Surabaya,1,negatif,tutup
"customer service kosong, tidak ada antrian tapi nungunya hampir sejam. please maybank kapan mau upgrade? tidak jelas csnya kemana. padahal cuma mau verifikasi data karena buka rek online buat ikutan program semacem depositonya loh. parah!",Maybank KCP Manyar,Kota Surabaya,1,negatif,"customer service kosong, antrian nungunya sejam. please maybank upgrade? csnya kemana. verifikasi data buka rek online ikutan program semacem depositonya loh. parah!"
lama,Maybank KCP Manyar,Kota Surabaya,1,negatif,
"pelayanan yang sangat buruk awal datang saya sdh menyatakan mau ganti atm untuk rekening , informasi dri customer service butuh waktu +/- jam untuk pengkinian data. saya mau tingal untuk kembali tidak di perbolehkan, maka saya setuju untuk menungu. awalnya bank sepi, di teler tidak ada transaksi sampai org teler keluar bergantian. kemudian pada sat saya sedang di proses teler kedatangan nasabah yang hendak setor dengan jumlah yang besar, namanya cindy org yang bertugas otor untuk pengkinian data sdh kelihatan bingung karepe dewe, menunjuk ke customer service bilang ke teler ini belum selesai, tidak lama di selang waktu proses dia meningalkan customer service untuk memulai proses di teler , di sini saya sdh mulai tidak sabar, karena sudah tidak bener. kemudian si cindy kembali karena saya protes dan ngomel, ketika hampir penyerahan atm customer service dengan nama frensy bilang, atmnya kurang ada di kasanah , yang bisa buka kasanah lagi ngitung uang koko yang datang setelah saya , otomatis saya makin heran dengan pelayanan di sana. dari awal tau mau ganti atm, posisi si pembuka kasanah masih santai tidak ada nasabah kok tidak di info, setetelah ada nasabah baru info dan lucunya saya di suruh nunggu sampai proses setor nasabah tersebut selesai. akhirnya saya meningalkan buku tabungan dengan atm semoga isinya bisa di bagi oleh mb frensy, mb cindy dan karyawan maybank cabang argopuro. very bad atitude, maybank selelu njlimet, pikir deh kalau mau buka rekening di maybank prosesnya selalu ber jam jam",Maybank KCP Argopuro,Kota Surabaya,1,negatif,"pelayanan buruk sdh ganti atm rekening , informasi dri customer service butuh +/- jam pengkinian data. tingal perbolehkan, setuju menungu. bank sepi, teler transaksi org teler bergantian. sat proses teler kedatangan nasabah setor besar, namanya cindy org bertugas otor pengkinian data sdh bingung karepe dewe, customer service bilang teler selesai, selang proses meningalkan customer service proses teler , sdh sabar, bener. si cindy protes ngomel, penyerahan atm customer service nama frensy bilang, atmnya kasanah , buka kasanah ngitung uang koko , otomatis heran pelayanan sana. tau ganti atm, posisi si pembuka kasanah santai nasabah info, setetelah nasabah info lucunya suruh nunggu proses setor nasabah selesai. meningalkan buku tabungan atm semoga isinya mb frensy, mb cindy karyawan maybank cabang argopuro. bad atitude, maybank selelu njlimet, pikir deh buka rekening maybank prosesnya ber jam jam"
"parkir agak susah malah buat parkir kejaksan ,haruse nasabah e yang di prioritaskan ,hanya sekedar saran ya semoga lebih baik",Maybank KCP Argopuro,Kota Surabaya,2,negatif,"parkir susah parkir kejaksan ,haruse nasabah e prioritaskan ,hanya sekedar saran ya semoga"
"parkirnya susah mau masuk bank dan mau kluar susah , minta tolong nasabah itu diutamakan kenyamananya.thanx",Maybank KCP Argopuro,Kota Surabaya,1,negatif,"parkirnya susah masuk bank kluar susah , tolong nasabah diutamakan kenyamananya.thanx"
"pelunasan sebagian cicilan. awalnya ada staf yang menangani dengan ramah,cepat dan mengerti kebutuhan nasabah. setelah diserahkan ibu n, pelayanan kurang ramah dan kurang simpatik. staf seperti ini tidak pas untuk melayani nasabah. sebaiknya direview oleh managemen.",Maybank Cabang Surabaya Pemuda,Kota Surabaya,1,negatif,"pelunasan cicilan. staf menangani ramah,cepat mengerti kebutuhan nasabah. diserahkan n, pelayanan ramah simpatik. staf pas melayani nasabah. direview managemen."
sangat kecewa dengan bank ini dan semoga lekas hengkang dari indonesia pengajuan kpr pada mulanya di setujui dan sudah td form asuransi serta buka rekening dan ketika h- akad kredit diputuskan satu pihak dengan alasan system eror baru di update katanya dan setelah menungu selama bulan akhirnya disuruh pengajuan ulang,Maybank Cabang Surabaya Pemuda,Kota Surabaya,1,negatif,kecewa bank semoga lekas hengkang indonesia pengajuan kpr setujui td form asuransi buka rekening h- akad kredit diputuskan alasan system eror update menungu disuruh pengajuan ulang
"saya urutan tp di skip ,di lewtkan dengan antrian , padahal saya sudah menungu . jam namun saya tidak di layani , teler wanita sombong tidak ramah memohon maf kepada cust antrian karna menungu lama , tapi saya tidak di layani . sunguh aneh satpam pun juga diam saja. pelayanan sangat buruk terlebih telernya sombong ,tidak seperti bank bank lain pelayananya . sangat amat buruk",Maybank KCP Kertajaya,Kota Surabaya,1,negatif,"urutan tp skip ,di lewtkan antrian , menungu . jam layani , teler wanita sombong ramah memohon maf cust antrian karna menungu , layani . sunguh aneh satpam diam saja. pelayanan buruk telernya sombong ,tidak bank bank pelayananya . buruk"
"customer service orang handle customer. nunggu jam lebih. waktu dilayani ada trouble, jawaban customer service ya memang buka tabungan perlu waktu. sudah nunggu jam lebih, dihandle macam itu bikin bete. nama customer service v*y",Maybank KCP Kertajaya,Kota Surabaya,1,negatif,"customer service orang handle customer. nunggu jam lebih. dilayani trouble, customer service ya buka tabungan waktu. nunggu jam lebih, dihandle bikin bete. nama customer service v*y"
"menungu terlalu lama… customer service cuma yang buka.dan menungu antrian saja sampai , jam. apa tidak ada manajemen customer service supaya tetap melayani dengan maksimal?",Maybank KCP Kertajaya,Kota Surabaya,2,negatif,"menungu lama… customer service buka.dan menungu antrian , jam. manajemen customer service melayani maksimal?"
"ada perempuan yang namanya julie sangat tidak profesional sikapnya, kurang ajar tidak mengambarkan institusi banknya, bersikap kurang ajar dan terkesan kampungan",Maybank KC & Premier Surabaya,Kota Surabaya,1,negatif,"perempuan namanya julie profesional sikapnya, ajar mengambarkan institusi banknya, bersikap ajar terkesan kampungan"
super duper amat sangat lemot pelayananya. teler dan csnya sama saja. saya menungu sampai jam sama sekali tidak ada pergerakan. akhirnya saya tingal dan tidak akan pernah pakai pelayanan maybank lagi. sangat tidak efisien.,Maybank KC & Premier Surabaya,Kota Surabaya,1,negatif,super duper lemot pelayananya. teler csnya saja. menungu jam pergerakan. tingal pakai pelayanan maybank lagi. efisien.
"mnt tidak ada antrian, customer service melayani customer belum sls. banyak pegawai haha hihi sendiri, tidak efisien sekali.mg datang sblm jam sih, apa mg bank ada jam tutup istirahat ya",Maybank KC & Premier Surabaya,Kota Surabaya,1,negatif,"mnt antrian, customer service melayani customer sls. pegawai haha hihi sendiri, efisien sekali.mg sblm jam sih, mg bank jam tutup istirahat ya"
"penukaran uang, datang awal dikasih antrian terakhir. yang baru dtg dikasih antrian awal. pas confirm ke security katanya yang td dtg dluan. (jawabnya cuek) lah gimana, padahal pas saya dtg belum ada antrian siapa"", msh pada briefing juga. harusnya org dtg langsung di kasih no antrian biar tau mana yang dtg dulu, bukan pas sudah banyak org baru dibagi antrianya. mana ngebaginya ngak diliat dlu siapa yang dtg duluan. katanya pelayanan start jam ., pdhal . barusan mulai dilayani. tolong diperbaiki lagi arus layananya biar tertata.",Bank Maybank KCP Perak,Kota Surabaya,2,negatif,"penukaran uang, dikasih antrian terakhir. dtg dikasih antrian awal. pas confirm security td dtg dluan. (jawabnya cuek) gimana, pas dtg antrian siapa"", msh briefing juga. org dtg langsung kasih antrian biar tau dtg dulu, pas org dibagi antrianya. ngebaginya ngak diliat dlu dtg duluan. pelayanan start jam ., pdhal . barusan dilayani. tolong diperbaiki arus layananya biar tertata."
"atm tutup selagi jam kantor tutup, mgnya atm hanya berfungsi jam kerja aja",Bank Maybank KCP Perak,Kota Surabaya,1,negatif,"atm tutup selagi jam kantor tutup, mgnya atm berfungsi jam kerja aja"
